0.25 slice thickness,,0.5 slice thickness,
X,Y,X,Y
1.344807420850978,0.9017735975539968,1.498588425085703,0.8647095371233302
1.3612690730658064,0.860654665554847,1.5121328224776498,0.8299052228271828
1.3748134704577537,0.8239073919654681,1.5285944746924782,0.7924821373097235
1.3860657390602946,0.7929889962557839,1.543597499495866,0.7519967789931492
1.3975859188200386,0.7600069605514251,1.5583326131420505,0.7152585564563786
1.41205312130902,0.7180824848701436,1.570120704058998,0.6796336133904192
1.4204476709013916,0.6794525923382547,1.5848558177051828,0.6436556792727391
1.4270561461124074,0.6479187250512114,1.5998588425085702,0.6022199604323016
1.4381074813470458,0.6065916188420726,1.6148618673119581,0.5643956115825444
1.4460778382738457,0.5681970536779974,1.629864892115346,0.5228331780055917
1.4535793506755392,0.5375320874413434,1.6438260401962759,0.48923567072387397
1.4629562411776567,0.4951767816559106,1.6561201855212744,0.4533935023953173
1.4751461988304095,0.4456005460996386,1.6692478322242388,0.41918052353624047
1.486867311958056,0.4041648272592011,1.6826433900844067,0.38268667941989176
1.4945697577276524,0.36639478472509335,1.704411171607179,0.35094463792285935
1.5071318142098544,0.32760800728132855,1.7348860657390603,0.31140964013014827
1.5213608734479878,0.2871075638770739,1.7667674934462596,0.2792874544235706
1.5360959870941722,0.2484957734504014,1.796773543053035,0.24670366503397356
1.55109901189756,0.21143171301973473,1.8211534583585403,0.21390265038177936
1.5658341255437445,0.17371597680127615,1.8436579955636216,0.17994310099573263
1.5792296834039123,0.13844402478703755,1.8661625327687035,0.1457301221366556
1.5993473757539096,0.0966799995838108,1.8905424480742088,0.11006897486026346
1.6392417826174634,0.07553015810729069,1.9224238757814076,0.07553015810729069
1.6805001008267797,0.06295084062779166,1.9618068158903008,0.04498038708565022
1.721758419036096,0.05189209998647404,2.009628957451099,0.015467372999133477
1.7630167372454126,0.042630404699370184,2.0274450494051224,0.010145354065499212
1.8042750554547289,0.034612817734414936,2.2318612623512806,0.006827731873104037
1.8455333736640451,0.02797757334962414,2.2731195805605973,0.005583623550955652
1.8867916918733618,0.02341584283508058,2.3143778987699135,0.006551263357071013
1.928050010082678,0.019959986384668893,2.3556362169792298,0.007104200389136839
1.9693083282919943,0.01968351786863587,2.3968945351885464,0.007104200389136839
2.010566646501311,0.02051292341673472,2.4381528533978627,0.007104200389136839
2.0518249647106273,0.022862905803014755,2.479411171607179,0.004523827572829431
2.093083282919944,0.025351122447311303,2.5056664650131077,0.005076764604895256
2.13434160112926,0.023968779867146628,2.0500000000000003,0.018018018018018056
2.1755999193385764,0.019959986384668893,2.0777777777777784,0.027027027027026973
2.216858237547893,0.017748238256405147,2.1111111111111116,0.03153153153153143
2.2581165557572094,0.018715878062520508,2.155555555555556,0.024774774774774855
2.2993748739665256,0.019268815094586556,2.2,0.013513513513513375
2.3406331921758423,0.019268815094586556,1.177777777777778,0.831081081081081
2.3818915103851586,0.019268815094586556,1.1638888888888892,0.7995495495495496
2.423149828594475,0.019268815094586556,1.15,0.7702702702702702
2.4644081468037915,0.019268815094586556,0.5444444444444444,0.018018018018018056
2.498164952611414,0.018617139306794428,0.5777777777777776,0.020270270270270174
