         6384841 function calls (6246808 primitive calls) in 1127.106 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 builtins.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:236(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:271(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:273(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:323(BitwiseLogicOperation)
        1    0.000    0.000    0.000    0.000 builtins.py:379(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:398(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:399(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:411(<listcomp>)
        1    0.000    0.000    0.000    0.000 builtins.py:665(MemoryViewAttribute)
        1    0.000    0.000    0.000    0.000 bytecode.py:184(ByteCode)
        6    0.000    0.000    0.000    0.000 event.py:50(_guard_kind)
        1    0.000    0.000    0.000    0.000 dataflow.py:796(BlockInfo)
        1    0.000    0.000    0.000    0.000 compiler.py:518(DefaultPassBuilder)
        1    0.000    0.000    0.000    0.000 serialize.py:196(ReduceMixin)
        1    0.000    0.000    0.000    0.000 core.py:65(int)
        1    0.000    0.000    0.000    0.000 core.py:81(pointer)
        1    0.000    0.000    0.000    0.000 extending.py:24(type_callable)
        6    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
        1    0.000    0.000    0.000    0.000 ir.py:1183(Block)
        1    0.000    0.000    0.000    0.000 debuginfo.py:267(NvvmDIBuilder)
        1    0.000    0.000    0.000    0.000 models.py:510(StructModel)
        1    0.000    0.000    0.000    0.000 cpu_options.py:60(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method numba.core.typeconv._typeconv.new_type_manager}
        1    0.000    0.000    0.000    0.000 templates.py:28(Signature)
       13    0.000    0.000    0.000    0.000 functions.py:704(key)
        1    0.000    0.000    0.000    0.000 npytypes.py:418(Array)
        2    0.000    0.000    0.000    0.000 scalars.py:137(__init__)
        1    0.000    0.000    0.000    0.000 scalars.py:190(EnumClass)
        1    0.000    0.000    0.000    0.000 misc.py:144(CPointer)
        1    0.000    0.000    0.000    0.000 misc.py:401(ClassType)
        1    0.000    0.000    0.000    0.000 utils.py:387(bit_length)
        1    0.000    0.000    0.000    0.000 abstract.py:282(DTypeSpec)
        1    0.000    0.000    0.000    0.000 abstract.py:322(IteratorType)
        1    0.000    0.000    0.000    0.000 main.py:139(NumbaTestProgram)
        1    0.000    0.000    0.000    0.000 builder.py:17(wrap)
        1    0.000    0.000    0.000    0.000 context.py:6(__init__)
        1    0.000    0.000    0.000    0.000 values.py:543(FunctionAttributes)
        1    0.000    0.000    0.000    0.000 values.py:685(ArgumentAttributes)
        2    0.000    0.000    0.000    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.000    0.000 builder.py:100(wrap)
        1    0.000    0.000    0.000    0.000 builder.py:135(wrap)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
        3    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
       24    0.000    0.000    0.000    0.000 version.py:366(<genexpr>)
       12    0.000    0.000    0.000    0.000 __init__.py:1880(__init__)
        1    0.000    0.000    0.000    0.000 ffi.py:120(_lib_fn_wrapper)
        1    0.000    0.000    0.000    0.000 ffi.py:197(register_lock_callback)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        1    0.000    0.000    0.000    0.000 _qmc.py:901(Sobol)
        1    0.000    0.000    0.000    0.000 rbf.py:55(Rbf)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:8077(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:9197(rv_histogram)
        1    0.000    0.000    0.000    0.000 interpolate.py:332(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:1358(BPoly)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4651(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5132(logistic_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2262(genpareto_gen)
        1    0.000    0.000    0.000    0.000 rk.py:385(DOP853)
       12    0.000    0.000    0.000    0.000 _continuous_distns.py:54(_call_super_mom)
        1    0.000    0.000    0.000    0.000 _ode.py:595(complex_ode)
        1    0.000    0.000    0.000    0.000 _ode.py:1112(dopri5)
        1    0.000    0.000    0.000    0.000 base.py:25(OdeSolver)
       20    0.000    0.000    0.000    0.000 argparse.py:605(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1245(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1606(ArgumentParser)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:11(ScalarFunction)
        1    0.000    0.000    0.000    0.000 matfuncs.py:338(_ExpmPadeHelper)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3610(rv_sample)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
       11    0.000    0.000    0.000    0.000 version.py:432(_parse_local_version)
        1    0.000    0.000    0.000    0.000 models.py:594(Response)
        1    0.000    0.000    0.000    0.000 colors.py:553(Colormap)
        1    0.000    0.000    0.000    0.000 colors.py:849(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 colors.py:1107(Normalize)
        2    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
       12    0.000    0.000    0.000    0.000 rcsetup.py:377(validate_fontweight)
        3    0.000    0.000    0.000    0.000 rcsetup.py:421(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:598(RcParams)
       46    0.000    0.000    0.000    0.000 deprecation.py:176(__set_name__)
        2    0.000    0.000    0.000    0.000 target_extension.py:14(__getitem__)
        1    0.000    0.000    0.000    0.000 array_exprs.py:19(RewriteArrayExprs)
        7    0.000    0.000    0.000    0.000 zipfile.py:456(_decodeExtra)
        1    0.000    0.000    0.000    0.000 zipfile.py:785(ZipExtFile)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 timeout.py:20(Timeout)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:281(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 client.py:231(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:793(HTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:1671(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1682(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 string.py:175(Formatter)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 __init__.py:57(check_compatibility)
        2    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 version.py:69(__ge__)
        4    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _invert.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1956(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _procrustes.py:4(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 data.py:19(_data_matrix)
       15    0.000    0.000    0.000    0.000 typing.py:691(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:1100(_ProtocolMeta)
       10    0.000    0.000    0.000    0.000 typing.py:313(__init__)
        7    0.000    0.000    0.000    0.000 opcode.py:47(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:51(jabs_op)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        4    0.000    0.000    0.000    0.000 core.py:3401(dtype)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 cookiejar.py:866(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
       17    0.000    0.000    0.000    0.000 utils.py:66(__init__)
       10    0.000    0.000    0.000    0.000 _pytesttester.py:90(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:216(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 subprocess.py:60(CalledProcessError)
       31    0.000    0.000    0.000    0.000 function_base.py:18(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:444(_setdef)
       31    0.000    0.000    0.000    0.000 fromnumeric.py:3102(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        3    0.000    0.000    0.000    0.000 __init__.py:401(<genexpr>)
        3    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 __init__.py:246(<dictcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:359(__iter__)
        9    0.000    0.000    0.000    0.000 enum.py:615(__hash__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       25    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:711(is_package)
        1    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        8    0.000    0.000    0.000    0.000 {method '__prepare__' of 'type' objects}
       33    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 themes.py:2237(ParaViewTheme)
        1    0.000    0.000    0.000    0.000 axes.py:5(Axes)
        1    0.000    0.000    0.000    0.000 dataset.py:44(ActiveArrayInfo)
        1    0.000    0.000    0.000    0.000 plotting.py:4348(Plotter)
        1    0.000    0.000    0.000    0.000 necompiler.py:80(ASTNode)
        1    0.000    0.000    0.000    0.000 errors.py:90(__init__)
        1    0.000    0.000    0.000    0.000 _pslinux.py:800(__init__)
        1    0.000    0.000    0.000    0.000 report.py:26(PlatformInfo)
       10    0.000    0.000    0.000    0.000 dataset_adapter.py:203(add_reverse_numeric_op)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:472(VTKCompositeDataArray)
        1    0.000    0.000    0.000    0.000 dataset_adapter.py:921(CompositeDataSet)
        1    0.000    0.000    0.000    0.000 {buffer_shared}
        1    0.000    0.000    0.000    0.000 {method 'Set' of 'vtkmodules.vtkCommonCore.vtkWeakReference' objects}
        1    0.000    0.000    0.000    0.000 charts.py:1883(LinePlot2D)
        1    0.000    0.000    0.000    0.000 charts.py:2555(StackPlot)
        1    0.000    0.000    0.000    0.000 charts.py:4127(Charts)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:357(BackgroundJobBase)
        1    0.000    0.000    0.000    0.000 prompts.py:77(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 __init__.py:15(ChangedFile)
        1    0.000    0.000    0.000    0.000 stdlib.py:653(ItemGetterCallable)
        1    0.000    0.000    0.000    0.000 completion.py:123(Completion)
        1    0.000    0.000    0.000    0.000 filecmp.py:86(dircmp)
        1    0.000    0.000    0.000    0.000 errors.py:11(SyntaxError)
        1    0.000    0.000    0.000    0.000 typing.py:296(Tuple)
        1    0.000    0.000    0.000    0.000 typing.py:414(NewType)
        1    0.000    0.000    0.000    0.000 typing.py:446(TypedDict)
        1    0.000    0.000    0.000    0.000 base.py:317(_PseudoTreeNameClass)
        1    0.000    0.000    0.000    0.000 type_var.py:47(TypeVar)
        1    0.000    0.000    0.000    0.000 function.py:127(FunctionValue)
        1    0.000    0.000    0.000    0.000 function.py:394(OverloadedFunctionValue)
        1    0.000    0.000    0.000    0.000 instance.py:140(CompiledInstance)
        1    0.000    0.000    0.000    0.000 instance.py:309(TreeInstance)
        1    0.000    0.000    0.000    0.000 instance.py:429(BoundMethod)
        4    0.000    0.000    0.000    0.000 arguments.py:38(repack_with_argument_clinic)
        1    0.000    0.000    0.000    0.000 iterable.py:75(Generator)
        1    0.000    0.000    0.000    0.000 iterable.py:250(_DictKeyMixin)
        1    0.000    0.000    0.000    0.000 iterable.py:316(SequenceLiteralValue)
        1    0.000    0.000    0.000    0.000 iterable.py:522(FakeDict)
        1    0.000    0.000    0.000    0.000 signature.py:123(BuiltinSignature)
        1    0.000    0.000    0.000    0.000 context.py:162(ValueContext)
        1    0.000    0.000    0.000    0.000 klass.py:57(ClassName)
        1    0.000    0.000    0.000    0.000 names.py:438(_ActualTreeParamName)
        8    0.000    0.000    0.000    0.000 __init__.py:17(decorate)
        1    0.000    0.000    0.000    0.000 value.py:289(CompiledModule)
        1    0.000    0.000    0.000    0.000 filters.py:24(AbstractFilter)
        1    0.000    0.000    0.000    0.000 filters.py:185(GlobalNameFilter)
        3    0.000    0.000    0.000    0.000 flow_analysis.py:11(__init__)
        1    0.000    0.000    0.000    0.000 names.py:109(AbstractTreeName)
        7    0.000    0.000    0.000    0.000 cache.py:52(inference_state_function_cache)
        1    0.000    0.000    0.000    0.000 base_value.py:408(ValueSet)
        8    0.000    0.000    0.000    0.000 utils.py:14(to_list)
        1    0.000    0.000    0.000    0.000 pep8.py:746(__init__)
        1    0.000    0.000    0.000    0.000 cache.py:79(time_cache)
        1    0.000    0.000    0.000    0.000 file_io.py:6(AbstractFolderIO)
        2    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:255(FStringNode)
       13    0.000    0.000    0.000    0.000 token.py:10(__init__)
        1    0.000    0.000    0.000    0.000 base.py:269(_ProgressControl)
        1    0.000    0.000    0.000    0.000 formatters.py:78(Label)
        1    0.000    0.000    0.000    0.000 formatters.py:147(Bar)
        1    0.000    0.000    0.000    0.000 focus.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:903(ProgressBar)
        1    0.000    0.000    0.000    0.000 toolbars.py:70(SystemToolbar)
        1    0.000    0.000    0.000    0.000 toolbars.py:210(SearchToolbar)
        1    0.000    0.000    0.000    0.000 renderer.py:291(_StyleStringHasStyleCache)
        1    0.000    0.000    0.000    0.000 dimension.py:39(__init__)
        1    0.000    0.000    0.000    0.000 pygments.py:61(SyncFromStart)
        1    0.000    0.000    0.000    0.000 pygments.py:132(_TokenCache)
        1    0.000    0.000    0.000    0.000 processors.py:560(AfterInput)
        1    0.000    0.000    0.000    0.000 processors.py:978(_MergedProcessor)
        1    0.000    0.000    0.000    0.000 vi_state.py:33(ViState)
        1    0.000    0.000    0.000    0.000 history.py:240(DummyHistory)
        1    0.000    0.000    0.000    0.000 history.py:256(FileHistory)
        1    0.000    0.000    0.000    0.000 search.py:31(SearchState)
        1    0.000    0.000    0.000    0.000 minidom.py:326(DocumentFragment)
        1    0.000    0.000    0.000    0.000 minidom.py:344(Attr)
        1    0.000    0.000    0.000    0.000 minidom.py:639(TypeInfo)
        1    0.000    0.000    0.000    0.000 minidom.py:661(Element)
        1    0.000    0.000    0.000    0.000 minidom.py:965(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 minidom.py:991(CharacterData)
        1    0.000    0.000    0.000    0.000 minidom.py:1065(Text)
        1    0.000    0.000    0.000    0.000 minidom.py:1266(Identified)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:335(DocumentLS)
        2    0.000    0.000    0.000    0.000 vt100.py:164(__init__)
        1    0.000    0.000    0.000    0.000 vt100.py:199(_256ColorCache)
        1    0.000    0.000    0.000    0.000 style_transformation.py:271(ConditionalStyleTransformation)
        1    0.000    0.000    0.000    0.000 colorsys.py:17(<module>)
        1    0.000    0.000    0.000    0.000 base.py:236(DummyCompleter)
        1    0.000    0.000    0.000    0.000 defaults.py:129(<listcomp>)
        1    0.000    0.000    0.000    0.000 selection.py:34(SelectionState)
        1    0.000    0.000    0.000    0.000 cache.py:84(__init__)
        1    0.000    0.000    0.000    0.000 base.py:80(_OrCache)
        1    0.000    0.000    0.000    0.000 base.py:132(_OrList)
        1    0.000    0.000    0.000    0.000 base.py:153(_Invert)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:85(ThreadedAutoSuggest)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:124(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:254(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 selector_events.py:576(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:721(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:943(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 locks.py:299(Condition)
        1    0.000    0.000    0.000    0.000 streams.py:276(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:351(StreamReader)
        1    0.000    0.000    0.000    0.000 subprocess.py:106(Process)
        1    0.000    0.000    0.000    0.000 unix_events.py:44(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 unix_events.py:422(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:68(WriteTransport)
        1    0.000    0.000    0.000    0.000 tasks.py:81(Task)
        1    0.000    0.000    0.000    0.000 _base.py:93(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:309(Future)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.000    0.000 capture.py:62(CapturedIO)
        1    0.000    0.000    0.000    0.000 formatters.py:239(FormatterABC)
        1    0.000    0.000    0.000    0.000 formatters.py:738(SVGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:773(JPEGFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:791(LatexFormatter)
        1    0.000    0.000    0.000    0.000 formatters.py:848(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 pickleshare.py:69(PickleShareDB)
        1    0.000    0.000    0.000    0.000 prefilter.py:573(MacroHandler)
        1    0.000    0.000    0.000    0.000 inputtransformer2.py:741(__init__)
        1    0.000    0.000    0.000    0.000 decorator.py:51(FunctionMaker)
        4    0.000    0.000    0.000    0.000 util.py:106(make_analysator)
       24    0.000    0.000    0.000    0.000 lexer.py:269(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:865(GobbleFilter)
        1    0.000    0.000    0.000    0.000 display.py:1102(Image)
        1    0.000    0.000    0.000    0.000 pretty.py:324(RepresentationPrinter)
        4    0.000    0.000    0.000    0.000 magic.py:271(no_var_expand)
        1    0.000    0.000    0.000    0.000 magic.py:480(Magics)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 _process_posix.py:42(ProcessHandler)
        1    0.000    0.000    0.000    0.000 bdb.py:647(Breakpoint)
        8    0.000    0.000    0.000    0.000 coloransi.py:158(add_scheme)
        1    0.000    0.000    0.000    0.000 ultratb.py:410(TBTools)
        1    0.000    0.000    0.000    0.000 ultratb.py:1227(FormattedTB)
        1    0.000    0.000    0.000    0.000 pydoc.py:1041(__init__)
        1    0.000    0.000    0.000    0.000 loader.py:59(ArgumentParser)
        1    0.000    0.000    0.000    0.000 loader.py:220(Config)
        1    0.000    0.000    0.000    0.000 traitlets.py:3132(UseEnum)
        4    0.000    0.000    0.000    0.000 traitlets.py:863(observe_compat)
        1    0.000    0.000    0.000    0.000 traitlets.py:1760(info)
        1    0.000    0.000    0.000    0.000 traitlets.py:1789(Instance)
        1    0.000    0.000    0.000    0.000 traitlets.py:2411(Container)
        1    0.000    0.000    0.000    0.000 axis3d.py:526(YAxis)
        1    0.000    0.000    0.000    0.000 polar.py:447(_ThetaShift)
        1    0.000    0.000    0.000    0.000 polar.py:706(_WedgeBbox)
        1    0.000    0.000    0.000    0.000 geo.py:17(ThetaFormatter)
        1    0.000    0.000    0.000    0.000 _base.py:1314(ArtistList)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1074(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:245(DomainMap)
        2    0.000    0.000    0.000    0.000 legend_handler.py:337(__init__)
        1    0.000    0.000    0.000    0.000 legend.py:52(DraggableLegend)
        1    0.000    0.000    0.000    0.000 offsetbox.py:843(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 dates.py:610(DateFormatter)
        1    0.000    0.000    0.000    0.000 dates.py:1157(RRuleLocator)
        1    0.000    0.000    0.000    0.000 rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 tz.py:1253(tzical)
        1    0.000    0.000    0.000    0.000 _factories.py:19(_TzFactory)
        5    0.000    0.000    0.000    0.000 six.py:186(_get_module)
        1    0.000    0.000    0.000    0.000 six.py:219(is_package)
        1    0.000    0.000    0.000    0.000 __init__.py:67(register)
        1    0.000    0.000    0.000    0.000 category.py:148(StrCategoryFormatter)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 image.py:863(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:1031(NonUniformImage)
        1    0.000    0.000    0.000    0.000 patches.py:2491(Round4)
        1    0.000    0.000    0.000    0.000 widgets.py:3203(EllipseSelector)
        1    0.000    0.000    0.000    0.000 mathtext.py:406(__init__)
        1    0.000    0.000    0.000    0.000 _mathtext.py:444(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1306(Hlist)
        1    0.000    0.000    0.000    0.000 _mathtext.py:2252(State)
        1    0.000    0.000    0.000    0.000 backend_tools.py:371(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:386(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:431(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:612(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:628(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:636(ZoomPanBase)
       24    0.000    0.000    0.000    0.000 dviread.py:127(_dispatch)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3288(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3443(_Backend)
        1    0.000    0.000    0.000    0.000 backend_tools.py:135(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 collections.py:1519(EventCollection)
        1    0.000    0.000    0.000    0.000 pyplot.py:201(_get_required_interactive_framework)
        1    0.000    0.000    0.000    0.000 core.py:2804(Char)
        3    0.000    0.000    0.000    0.000 core.py:3292(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3252(White)
        1    0.000    0.000    0.000    0.000 core.py:3367(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:3827(Or)
       26    0.000    0.000    0.000    0.000 core.py:4002(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4393(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:4483(PrecededBy)
        1    0.000    0.000    0.000    0.000 core.py:4745(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:5231(TokenConverter)
        1    0.000    0.000    0.000    0.000 core.py:5241(Combine)
        4    0.000    0.000    0.000    0.000 results.py:241(__len__)
        2    0.000    0.000    0.000    0.000 results.py:418(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:112(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:113(<listcomp>)
        6    0.000    0.000    0.000    0.000 core.py:1417(<genexpr>)
        4    0.000    0.000    0.000    0.000 util.py:221(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:2637(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2699(AffineDeltaTransform)
        1    0.000    0.000    0.000    0.000 ticker.py:2586(LogitLocator)
        1    0.000    0.000    0.000    0.000 transforms.py:1694(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1827(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2163(_BlendedMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:2455(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 scale.py:634(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:821(LogFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1311(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1758(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1933(MaxNLocator)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:668(PngImageFile)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:25(ImagePalette)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 ElementTree.py:124(Element)
        1    0.000    0.000    0.000    0.000 ElementTree.py:543(ElementTree)
        1    0.000    0.000    0.000    0.000 Image.py:3138(register_open)
        2    0.000    0.000    0.000    0.000 Image.py:3187(register_extension)
        1    0.000    0.000    0.000    0.000 appdirs.py:362(AppDirs)
        1    0.000    0.000    0.000    0.000 retarget.py:13(RetargetCache)
        1    0.000    0.000    0.000    0.000 retarget.py:72(BasicRetarget)
        1    0.000    0.000    0.000    0.000 ssa.py:252(UndefinedVariable)
        1    0.000    0.000    0.000    0.000 targetconfig.py:73(setter)
        1    0.000    0.000    0.000    0.000 targetconfig.py:99(TargetConfig)
        1    0.000    0.000    0.000    0.000 inspection.py:2(<module>)
        1    0.000    0.000    0.000    0.000 codegen.py:1119(Codegen)
        1    0.000    0.000    0.000    0.000 array_analysis.py:736(SymbolicEquivSet)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:31(StencilPass)
