         6384841 function calls (6246808 primitive calls) in 1127.106 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       65    0.000    0.000    0.001    0.000 enum.py:130(__prepare__)
     3907    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.001    0.001 array_analysis.py:6(<module>)
       18    0.000    0.000    0.001    0.000 core.py:4772(parseImpl)
        1    0.000    0.000    0.001    0.001 backend_agg.py:22(<module>)
      376    0.000    0.000    0.001    0.000 _util.py:372(<listcomp>)
        1    0.000    0.000    0.001    0.001 pydoc.py:370(Doc)
       25    0.000    0.000    0.001    0.000 core.py:249(_trim_arity)
        1    0.000    0.000    0.001    0.001 wrappers.py:1(<module>)
     2247    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        1    0.000    0.000    0.001    0.001 _basic.py:5(<module>)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:516(get_path)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:504(get_paths)
    23/10    0.000    0.000    0.001    0.000 pyparsing.py:3547(parseImpl)
       35    0.000    0.000    0.001    0.000 textwrap.py:160(_split)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
      2/1    0.000    0.000    0.001    0.001 sysconfig.py:168(_expand_vars)
        1    0.000    0.000    0.001    0.001 certs.py:14(<module>)
        1    0.000    0.000    0.001    0.001 afm.py:36(<module>)
        1    0.000    0.000    0.001    0.001 syntax_tree.py:3(<module>)
        1    0.000    0.000    0.001    0.001 base_value.py:8(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:4(<module>)
  485/412    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.001    0.001 display.py:1(<module>)
     2281    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.001    0.001 poolmanager.py:1(<module>)
      434    0.001    0.000    0.001    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.001    0.000 re.py:217(findall)
        1    0.000    0.000    0.001    0.001 _base.py:541(_AxesBase)
    24/10    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
        5    0.000    0.000    0.001    0.000 dataclasses.py:537(_frozen_get_del_attr)
       31    0.000    0.000    0.001    0.000 _base.py:68(__set_name__)
     4471    0.001    0.000    0.001    0.000 artist.py:1456(<genexpr>)
     6701    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
      377    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.001    0.001 unicode.py:80(alphanums)
        1    0.000    0.000    0.001    0.001 random.py:38(<module>)
        1    0.000    0.000    0.001    0.001 twodim_base.py:3(<module>)
        9    0.000    0.000    0.001    0.000 patches.py:2262(__init_subclass__)
       29    0.000    0.000    0.001    0.000 deprecation.py:259(rename_parameter)
   234/16    0.000    0.000    0.001    0.000 ast.py:267(visit)
      119    0.000    0.000    0.001    0.000 typeconv.py:63(set_unsafe_convert)
        1    0.000    0.000    0.001    0.001 brotli.py:2(<module>)
     1658    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:307(__init__)
     5694    0.000    0.000    0.001    0.000 version.py:420(_parse_letter_version)
       13    0.000    0.000    0.001    0.000 posixpath.py:391(realpath)
        1    0.000    0.000    0.000    0.000 completion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helpers.py:673(<dictcomp>)
       48    0.000    0.000    0.000    0.000 argparse.py:2467(_get_formatter)
     1811    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 _qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 page.py:11(<module>)
       61    0.000    0.000    0.000    0.000 core.py:4241(__init__)
     1522    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        1    0.000    0.000    0.000    0.000 least_squares.py:1(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:235(__init__)
        1    0.000    0.000    0.000    0.000 polynomial.py:74(<module>)
       10    0.000    0.000    0.000    0.000 extras.py:239(getdoc)
   234/16    0.000    0.000    0.000    0.000 ast.py:273(generic_visit)
     20/6    0.000    0.000    0.000    0.000 core.py:4265(parseImpl)
        1    0.000    0.000    0.000    0.000 scalars.py:1(<module>)
        6    0.000    0.000    0.000    0.000 getlimits.py:35(__init__)
      872    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 filepost.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _ode.py:39(<module>)
       33    0.000    0.000    0.000    0.000 argparse.py:1247(__init__)
        1    0.000    0.000    0.000    0.000 keys.py:10(Keys)
       48    0.000    0.000    0.000    0.000 argparse.py:159(__init__)
       20    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       11    0.000    0.000    0.000    0.000 extending.py:394(intrinsic)
        1    0.000    0.000    0.000    0.000 prompt.py:228(PromptSession)
        1    0.000    0.000    0.000    0.000 specifiers.py:263(LegacySpecifier)
     3418    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       11    0.000    0.000    0.000    0.000 extending.py:431(_intrinsic)
       11    0.000    0.000    0.000    0.000 __init__.py:2327(normalize_path)
        1    0.000    0.000    0.000    0.000 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 values.py:4(<module>)
        1    0.000    0.000    0.000    0.000 splitinput.py:10(<module>)
        1    0.000    0.000    0.000    0.000 embed.py:29(EmbeddedMagics)
      4/3    0.000    0.000    0.000    0.000 pyparsing.py:3859(parseImpl)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
      2/1    0.000    0.000    0.000    0.000 sysconfig.py:524(get_config_vars)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:3(<module>)
        6    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
     1926    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      335    0.000    0.000    0.000    0.000 pyparsing.py:1144(__init__)
       42    0.000    0.000    0.000    0.000 inspect.py:3035(__str__)
        1    0.000    0.000    0.000    0.000 passmanagers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 measurements.py:31(<module>)
        1    0.000    0.000    0.000    0.000 version.py:27(<module>)
        1    0.000    0.000    0.000    0.000 dis.py:1(<module>)
      238    0.000    0.000    0.000    0.000 os.py:676(__getitem__)
      377    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
     1712    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
     1680    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 display.py:2(<module>)
        1    0.000    0.000    0.000    0.000 scanner.py:2(<module>)
       11    0.000    0.000    0.000    0.000 decorator.py:144(make)
        1    0.000    0.000    0.000    0.000 nrt.py:1(<module>)
      853    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 themes.py:31(<module>)
        1    0.000    0.000    0.000    0.000 display.py:26(DisplayMagics)
        1    0.000    0.000    0.000    0.000 renderers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:3090(ArrowStyle)
        1    0.000    0.000    0.000    0.000 instructions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 _remove_redundancy.py:4(<module>)
        2    0.000    0.000    0.000    0.000 functions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ptyprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cyaml.py:3(<module>)
     3363    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
      404    0.000    0.000    0.000    0.000 _util.py:387(<genexpr>)
        2    0.000    0.000    0.000    0.000 menus.py:1(<module>)
     1685    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:719(find_spec)
        1    0.000    0.000    0.000    0.000 tree.py:1(<module>)
     1415    0.000    0.000    0.000    0.000 typing.py:322(__hash__)
      167    0.000    0.000    0.000    0.000 __init__.py:374(__getattr__)
        1    0.000    0.000    0.000    0.000 html.py:9(<module>)
       82    0.000    0.000    0.000    0.000 __init__.py:1842(make_alias)
       65    0.000    0.000    0.000    0.000 enum.py:479(_find_new_)
        1    0.000    0.000    0.000    0.000 application.py:114(Application)
        1    0.000    0.000    0.000    0.000 decorator.py:33(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:717(make_library_cache)
        1    0.000    0.000    0.000    0.000 _map_array.py:1(<module>)
    14/13    0.000    0.000    0.000    0.000 posixpath.py:400(_joinrealpath)
        2    0.000    0.000    0.000    0.000 style.py:60(__new__)
        5    0.000    0.000    0.000    0.000 six.py:95(__get__)
      455    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
       18    0.000    0.000    0.000    0.000 ast.py:30(parse)
        1    0.000    0.000    0.000    0.000 function.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiledir.py:2(<module>)
        1    0.000    0.000    0.000    0.000 io.py:4(<module>)
        4    0.000    0.000    0.000    0.000 __init__.py:1969(find_eggs_in_zip)
        2    0.000    0.000    0.000    0.000 __init__.py:11(<module>)
        1    0.000    0.000    0.000    0.000 equality_constrained_sqp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fuzzy_completer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementPath.py:59(<module>)
        1    0.000    0.000    0.000    0.000 _relative_risk.py:2(<module>)
       27    0.000    0.000    0.000    0.000 enum.py:835(__or__)
   136/35    0.000    0.000    0.000    0.000 core.py:1814(__str__)
        5    0.000    0.000    0.000    0.000 typing.py:1423(__new__)
        1    0.000    0.000    0.000    0.000 data_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_krylov.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dataset.py:95(DataSet)
        1    0.000    0.000    0.000    0.000 text.py:9(<module>)
       11    0.000    0.000    0.000    0.000 extending.py:349(_register)
        1    0.000    0.000    0.000    0.000 funcdesc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pep8.py:1(<module>)
       25    0.000    0.000    0.000    0.000 typing.py:824(__class_getitem__)
        1    0.000    0.000    0.000    0.000 zeros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:849(<listcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:202(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:181(FigureBase)
        1    0.000    0.000    0.000    0.000 templates.py:3(<module>)
        1    0.000    0.000    0.000    0.000 style_transformation.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lsq_linear.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:3(<module>)
        1    0.000    0.000    0.000    0.000 datasetattributes.py:37(DataSetAttributes)
     10/4    0.000    0.000    0.000    0.000 core.py:3996(streamline)
        1    0.000    0.000    0.000    0.000 draw.py:1(<module>)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.000    0.000 namespace.py:2(<module>)
      234    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.000    0.000 dataclasses.py:657(_get_field)
        1    0.000    0.000    0.000    0.000 core.py:389(ParserElement)
       24    0.000    0.000    0.000    0.000 ffi.py:9(_make_opaque_ref)
        1    0.000    0.000    0.000    0.000 environment.py:4(<module>)
        1    0.000    0.000    0.000    0.000 castgraph.py:1(<module>)
       46    0.000    0.000    0.000    0.000 six.py:110(__init__)
      610    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        1    0.000    0.000    0.000    0.000 containers.py:1402(Window)
        1    0.000    0.000    0.000    0.000 _shgo.py:3(<module>)
        1    0.000    0.000    0.000    0.000 hashlib.py:54(<module>)
        1    0.000    0.000    0.000    0.000 pty.py:1(<module>)
       11    0.000    0.000    0.000    0.000 argparse.py:494(_format_text)
        1    0.000    0.000    0.000    0.000 vt100.py:8(<module>)
      147    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
     2984    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 magics.py:1(<module>)
       31    0.000    0.000    0.000    0.000 _base.py:53(__init__)
      872    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
      847    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
        1    0.000    0.000    0.000    0.000 events.py:14(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:11(<module>)
        1    0.000    0.000    0.000    0.000 typeconv.py:1(<module>)
       49    0.000    0.000    0.000    0.000 named_commands.py:40(decorator)
       11    0.000    0.000    0.000    0.000 magic_arguments.py:69(_fill_text)
       14    0.000    0.000    0.000    0.000 hashlib.py:116(__get_openssl_constructor)
      6/2    0.000    0.000    0.000    0.000 pyparsing.py:4183(streamline)
        1    0.000    0.000    0.000    0.000 version.py:4(<module>)
      348    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
      110    0.000    0.000    0.000    0.000 charts.py:103(_wrap_member)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2414(EntryPoint)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
